time_s,x,y,z
0.001000,2.000000,0.000000,0.000000
0.201000,2.000000,0.000000,0.000000
0.401000,2.000000,0.000000,0.000000
0.601000,2.000000,0.000000,0.000000
0.801000,2.000000,0.000000,0.000000
1.001000,2.000000,0.000000,0.000000
1.201000,2.000000,0.000000,0.000000
1.401000,2.000000,0.000000,0.000000
1.601000,2.000000,0.000000,0.000000
1.801000,2.000000,0.000000,0.000000
2.001000,2.001000,0.000000,0.000000
2.201000,2.201000,0.000000,0.000000
2.401000,2.401000,0.000000,0.000000
2.601000,2.601000,0.000000,0.000000
2.801000,2.801000,0.000000,0.000000
3.001000,3.001000,0.000000,0.000000
3.201000,3.201000,0.000000,0.000000
3.401000,3.401000,0.000000,0.000000
3.601000,3.601000,0.000000,0.000000
3.801000,3.801000,0.000000,0.000000
4.001000,4.001000,0.000000,0.000000
4.201000,4.201000,0.000000,0.000000
4.401000,4.401000,0.000000,0.000000
4.601000,4.601000,0.000000,0.000000
4.801000,4.801000,0.000000,0.000000
